source_data_name,problem_type,difficulty,achievement_standard_code,achievement_standard_text,chapter_major,chapter_middle,chapter_minor,problem_subtype,question_text,question_with_options,question_image_bbox,answer,explanation,option_type,extraction_status,recovered_answer,answer_match,image_regions
S3_중등_2_001785,객관식,하,9수01-06,"[9수01-06] 순환소수의 뜻을 알고, 유리수와 순환소수의 관계를 설명할 수 있다.",1. 수와 식,1. 유리수와 순환소수,1. 유리수의 소수 표현,유한소수가 되기 위한 미지수 조건,"분수 $\frac{x}{2 \times 3^{2} \times 5}$가 다음 조건을 모두 만족시킬 때, $x$의 값 중 가장 작은 것은?2",㉮ $\frac{x}{2 \times 3^{2} \times 5}$를 소수로 나타내면 유한소수가 된다. 3㉯ $x$는 2와 3의 공배수이고 두 자리의 자연수 이다.,"[[84.59, 154.4, 714.59, 409.4]]",② 18,"조건 ㉮에서 $\frac{x}{2 \times 3^{2} \times 5}$가 유한소수이므로 $x$는 $3^{2}$, 즉 9의 배수가 되어야 한다. 조건 ㉯에서 $x$는 2와 3의 공배수, 즉 6의 배수이고 두 자 리의 자연수이다. 따라서 $x$는 6과 9의 공배수, 즉 18의 배수이고 두 자리의 자연수이므로이 중에서 가장 작은 것은 18 이다.",,,,,
S3_중등_2_001786,객관식,하,9수01-06,"[9수01-06] 순환소수의 뜻을 알고, 유리수와 순환소수의 관계를 설명할 수 있다.",1. 수와 식,1. 유리수와 순환소수,2. 순환소수의 분수 표현,순환소수를 분수로 변환 - 식 세우기,순환소수 $3. \dot{5} \dot{1}$을 $3. \dot{5} \dot{1}$로 놓고 분수로 나타내려고 한다. 이때 다음 중 가장 편리한 식은?,순환소수 $3. \dot{5} \dot{1}$을 $3. \dot{5} \dot{1}$로 놓고 분수로 나타내려고 한다. 이때 다음 중 가장 편리한 식은? ② $1000 x-x$ ③ $1000 x-10 x$ ④ $1000 x-100 x$ ⑤ $1000 x+10 x$ $100x-x$,"[[60.5, 25.92, 533.5, 205.5]]",$100x-x$,\[ \begin{aligned} x=3. \dot{5} \dot{1} & =3. 515151 \cdots \text { 이므로 } \\ 100 x & =351. 515151 \cdots \\ -\quad x & =3. 515151 \cdots \\ 99 x & =348 \end{aligned} \] 따라서 $x=\frac{348}{99}=\frac{116}{33}$에서 가장 편리한 식은 ① $100 x-x$ 이다.,mixed_with_image,recovered,$100x-x$,True,"[{""class_name"": ""정답(이미지)"", ""bbox"": [94.0, 111.0, 181.0, 138.0]}]"
S3_중등_2_003869,객관식,하,9수01-06,"[9수01-06] 순환소수의 뜻을 알고, 유리수와 순환소수의 관계를 설명할 수 있다.",1. 수와 식,1. 유리수와 순환소수,1. 유리수의 소수 표현,유한소수 판별 - 분모의 소인수 조건,"다음 분수를 소수로 나타낼 때, 유한소수인 것은?","다음 분수를 소수로 나타낼 때, 유한소수인 것은? ① $\frac{4}{15}$ ② $\frac{3}{8}$ ③ $\frac{11}{230}$ ④ $\frac{4}{2^{3} \times 3^{2}}$ ⑤ $\frac{3^{3}}{2 \times 5 \times 11}$","[[19.32, 21.28, 713.27, 294.76]]",② $\frac{3}{8}$,기약분수의 분모의 소인수가 2 나 5 뿐인 것 ② $\frac{3}{8}=\frac{3}{2^{3}}$,mixed_with_image,recovered,② $\frac{3}{8}$,True,"[{""class_name"": ""오답(이미지)"", ""bbox"": [19.32, 127.08, 176.12, 294.76]}, {""class_name"": ""오답(이미지)"", ""bbox"": [505.08, 126.44, 619, 197.48]}, {""class_name"": ""오답(이미지)"", ""bbox"": [19.32, 127.08, 176.12, 294.76]}, {""class_name"": ""오답(이미지)"", ""bbox"": [259.32, 213.24, 458.72, 294.12]}]"
S3_중등_2_003870,객관식,하,9수01-06,"[9수01-06] 순환소수의 뜻을 알고, 유리수와 순환소수의 관계를 설명할 수 있다.",1. 수와 식,1. 유리수와 순환소수,1. 유리수의 소수 표현,유리수와 소수 표현의 관계,다음 중 순환소수는?,ㄱ. 0. 125 ㄴ. $1. 333 \cdots$ ㄷ. $0. 010010001 \cdots$ ᄅ. $4. 232323 \cdots$,"[[19.4, 60.14, 540.4, 136.14]]","③ ᄂ ㄴ, ᄅ","ㄱ은 유한소수, ㄷ은 순환하지 않는 무한소수",,,,,
S3_중등_2_003871,객관식,중,9수01-06,"[9수01-06] 순환소수의 뜻을 알고, 유리수와 순환소수의 관계를 설명할 수 있다.",1. 수와 식,1. 유리수와 순환소수,2. 순환소수의 분수 표현,순환소수를 분수로 변환 - 계산 판별,"다음 <보기>는 순환소수 $0. 5 \dot{3}$을 분수로 고치는 과정이다. [ ]안의 ㉮, ㉯에 들어갈 것으로 옳은 것은?",<보기> $0. 5 \dot{3}$을 $x$라고 하면 $x=0. 5333 \cdots$㉠ ㉠ $\times 10$을 하면 $10x=5. 333 \cdots$㉡ ㉠ $\times 100$을 하면 $100 x=53. 333 \cdots$㉢ ㉢-㉡을 하면 $90 x=[$ ㉮ $]$ 따라서 $x$=[ ㉯ ] 이다.,"[[13, 147.42, 582, 388.42]]",④ ㉮ 48 ㉯ $\frac{8}{15}$,$\begin{array}{l} \text { (가) }=53-5=48 \\ \text { (나) }=\frac{48}{90}=\frac{8}{15}\end{array}$,,,,,
S3_중등_2_003872,객관식,하,9수01-06,"[9수01-06] 순환소수의 뜻을 알고, 유리수와 순환소수의 관계를 설명할 수 있다.",1. 수와 식,1. 유리수와 순환소수,2. 순환소수의 분수 표현,순환소수를 분수로 변환 - 식 세우기,$x=0. 431$을 분수로 나타내는 계산을 간단하게 할 수 있는 식은?,$x=0. 431$을 분수로 나타내는 계산을 간단하게 할 수 있는 식은? ② $1000 x-10 x$ ③ $1000 x-100 x$ ④ $100 x-x$ ⑤ $100 x-10 x$ $1000 x-x$,"[[12.32, 10.22, 534.62, 187.68]]",$1000 x-x$,$\begin{aligned} 1000 x & =431. 431431 \cdots \text { 이므로 } \\ 1000 x-x & =431\end{aligned}$,mixed_with_image,recovered,$1000 x-x$,True,"[{""class_name"": ""정답(이미지)"", ""bbox"": [49.96, 92.74, 151.84, 114.34]}]"
S3_중등_2_003873,객관식,하,9수01-06,"[9수01-06] 순환소수의 뜻을 알고, 유리수와 순환소수의 관계를 설명할 수 있다.",1. 수와 식,1. 유리수와 순환소수,1. 유리수의 소수 표현,유리수와 소수 표현의 관계,다음 중 유리수가 아닌 것은?,다음 중 유리수가 아닌 것은? ① $\frac{1}{11}$ ② $3. 14$ ④ $1. \dot{4} 5 \dot{5}$ ⑤ $0. 00 \dot{3} \dot{7}$ $\pi$,"[[17.4, 19.14, 464.6, 160]]",$\pi$,순환하지 않는 무한소수는 유리수가 아니다.,mixed_with_image,recovered,$\pi$,True,"[{""class_name"": ""정답(이미지)"", ""bbox"": [442.4, 79.94, 464.6, 103.54]}]"
S3_중등_2_003874,객관식,중,9수01-06,"[9수01-06] 순환소수의 뜻을 알고, 유리수와 순환소수의 관계를 설명할 수 있다.",1. 수와 식,1. 유리수와 순환소수,2. 순환소수의 분수 표현,순환소수의 특정 자릿수 판별,순환소수와 순환소수의 소수점 아래 30번째 자릿수를 나타낸 것으로 옳지 않은 것은?,순환소수와 순환소수의 소수점 아래 30번째 자릿수를 나타낸 것으로 옳지 않은 것은? ① $0. \dot{3} \Rightarrow 3$ ② $0. \dot{3} \dot{7} \Rightarrow 7$ ③ $0. \dot{2} \Rightarrow 3$ ⑤ $0. 313 \Rightarrow 3$ $0. 2 \dot{3} \dot{7} \Rightarrow 7$,"[[20.32, 14.58, 627.13, 238.36]]",$0. 2 \dot{3} \dot{7} \Rightarrow 7$,④ 0. 237은 순환마디에 숫자가 2개이고 두 번째 자리부터 순환하므로 소수점 아래 짝수 번째 자리의 수는 모두 3이다.,mixed_with_image,recovered,$0. 2 \dot{3} \dot{7} \Rightarrow 7$,True,"[{""class_name"": ""정답(이미지)"", ""bbox"": [379.2, 152.76, 519.77, 191.03]}]"
S3_중등_2_003875,객관식,중,9수01-06,"[9수01-06] 순환소수의 뜻을 알고, 유리수와 순환소수의 관계를 설명할 수 있다.",1. 수와 식,1. 유리수와 순환소수,1. 유리수의 소수 표현,순환소수의 크기 비교와 범위 판단,다음 중 가장 큰 수는?,다음 중 가장 큰 수는? ① 4. 5 ② $4 . \dot{5}$ ③ $4. \dot{5} \dot{4}$ ④ $4. 5 \dot{4}$ ⑤ $4. \dot{5} 4 \dot{7}$,"[[21.76, 17.63, 540.4, 143.81]]",② $4 . \dot{5}$,$4 . \dot{5}=4.555 \cdots$,mixed_with_image,recovered,② $4 . \dot{5}$,True,"[{""class_name"": ""정답(이미지)"", ""bbox"": [233.45, 62.29, 318.46, 100.58]}]"
S3_중등_2_004030,객관식,하,9수01-06,"[9수01-06] 순환소수의 뜻을 알고, 유리수와 순환소수의 관계를 설명할 수 있다.",1. 수와 식,1. 유리수와 순환소수,2. 순환소수의 분수 표현,순환소수를 분수로 변환 - 식 세우기,"$x=0. 25$ 일 때, 다음 중 자연수인 것은?","$x=0. 25$ 일 때, 다음 중 자연수인 것은? ① $10 x$ ② $100 x$ ③ $10 x-x$ ⑤ $100 x-10 x$ $100 x-x$","[[39.5, 11.42, 728.5, 78]]",$100 x-x$,순환마디의 숫자가 2개이므로 $100 x-x$ 이면 자연수가 될 수 있다.,mixed_with_image,recovered,$100 x-x$,True,"[{""class_name"": ""정답(이미지)"", ""bbox"": [492.5, 57.42, 568.5, 77.42]}]"
S3_중등_2_004031,객관식,하,9수01-06,"[9수01-06] 순환소수의 뜻을 알고, 유리수와 순환소수의 관계를 설명할 수 있다.",1. 수와 식,1. 유리수와 순환소수,1. 유리수의 소수 표현,유리수와 소수 표현의 관계,다음 중 유리수를 모두 골라라.,다음과 같은 숫자들이 주어져 있다. $\begin{array}{llll}\text { ㄱ. } 2 & \text { ᄂ. } 0. 2 & \text { ᄃ. } 0. 222 \cdots & \text { ㄹ. } \pi\end{array}$,"[[39.48, 48.81, 523.88, 88.74]]","ㄱ, ㄴ, ㄷ","유한소수와 순환소수는 유리수이다. 순환하지 않는 | 소수는 유리수가 아니다. 따라서 유리수는 ㄱ, ㄴ, ㄷ이다.",,,,,
S3_중등_2_001375,주관식,중,9수01-06,"[9수01-06] 순환소수의 뜻을 알고, 유리수와 순환소수의 관계를 설명할 수 있다.",1. 수와 식,1. 유리수와 순환소수,1. 유리수의 소수 표현,유한소수가 되기 위한 미지수 조건,유한소수가 되도록 하는 미지수의 값 구하기 분수 $\frac{21}{2^{2} \times x}$을 소수로 나타내면 유한소수가 된다. 다음 중 $x$의 값으로 알맞은 수를 모 두 찾으시오.,"초록색 테두리의 네모 상자에 3,5,7,9,12,27,35 숫자가 들어 있다.","[[56.0, 99.0, 561.0, 142.0]]","$3, 5, 7, 12, 35$","분모의 소인수가 2 나 5 뿐이면 유한소수가 되므로 $x$는 5가 욀 수 있다. 또 $21=3 \times 7$ 이므로 익분하여 분모의 소인수가 2 나 5 뿐이게 하는 $x$는 3, 7. 12, 35이다. 따라서 $x$는 3, 5, 7, 12, 35이다.",,,,,
S3_중등_2_001380,주관식,중,9수01-06,"[9수01-06] 순환소수의 뜻을 알고, 유리수와 순환소수의 관계를 설명할 수 있다.",1. 수와 식,1. 유리수와 순환소수,2. 순환소수의 분수 표현,순환소수 활용 - 도형과 비율,"오른쪽 그림의 $\triangle \mathrm{ABC}$에서이 삼각형의 둘레의 길이는 변 AB의 길이의 몇 배인지 구하시오. (단, 순환소수로 나타낸다.)","이 이미지는 삼각형 ABC를 보여주고 있습니다. 점 A에서 B까지의 길이는 9cm, A에서 C까지의 길이는 13cm, B에서 C까지의 길이는 12cm입니다.","[[569, 48.7, 750, 187.7]]",$3. \dot{7}$ 배,$\begin{array}{l}\triangle \mathrm{ABC} \text { 의 둘레의 길이는 } 9+12+13=34(\mathrm{~cm}) \\ \overline{\mathrm{AB}}=9 \mathrm{~cm} \text { 이므로 } \frac{34}{9}=3. 777 \cdots=3. \dot{7} \text { (배) }\end{array}$,,,,,
S3_중등_2_001384,주관식,상,9수01-06,"[9수01-06] 순환소수의 뜻을 알고, 유리수와 순환소수의 관계를 설명할 수 있다.",1. 수와 식,1. 유리수와 순환소수,2. 순환소수의 분수 표현,순환소수의 크기 비교와 범위 판단,다음 부등식을 만족하는 한 자리의 자연수 $x$의 값을 구 하시오.,$\frac{1}{5}<0. \dot{x}<\frac{1}{3}$,"[[53.08, 104.97, 473.45, 171.58]]",$12$,"\[ \frac{1}{5}<0, \dot{x}<\frac{1}{3} \text { 에서 } \frac{1}{5}<\frac{x}{9}<\frac{1}{3}, \frac{9}{45}<\frac{5 x}{45}<\frac{15}{45} \] $9<5 x<15$에서 $x$는 한 자리의 자연수이므로 2 이다.",,,,,
S3_중등_2_003876,주관식,중,9수01-06,"[9수01-06] 순환소수의 뜻을 알고, 유리수와 순환소수의 관계를 설명할 수 있다.",1. 수와 식,1. 유리수와 순환소수,1. 유리수의 소수 표현,유한소수 판별 - 분모의 소인수 조건,"09분수 $\frac{7}{16}$을 $\frac{a}{10^{n}}$의 꼴로 나타내었을 때, 자연수 $a$의 최솟값을 구하시오.",,[],$4375$,$\frac{7}{16}=\frac{7}{2^{4}}=\frac{7 \times 5^{4}}{2^{4} \times 5^{4}}=\frac{4375}{10^{4}}$,,,,,
S3_중등_2_003877,주관식,상,9수01-06,"[9수01-06] 순환소수의 뜻을 알고, 유리수와 순환소수의 관계를 설명할 수 있다.",1. 수와 식,1. 유리수와 순환소수,2. 순환소수의 분수 표현,순환소수를 분수로 변환 - 계산 판별,다음 식을 계산하여 기약분수로 나타내시오.,$5+\frac{7}{10^{2}}+\frac{7}{10^{4}}+\frac{7}{10^{6}}+\cdots$,"[[166.5, 118.92, 520.5, 187.92]]",$\frac{502}{99}$,$\begin{array}{l}(\text { 주어진 식 })=5. 070707 \cdots \\ x=5. 070707 \cdots \text { 이면 } 100 x=507. 0707 \cdots \\ 99 x=507-5=502 \\ x=\frac{502}{99}\end{array}$,,,,,
S3_중등_2_001420,객관식,중,9수02-08,"[9수02-08] 지수법칙을 이해하고, 이를 이용하여 식을 간단히 할 수 있다.",1. 수와 식,2. 단항식의 계산,2. 단항식의 곱셈과 나눗셈,단항식의 곱셈과 나눗셈 - 기본 계산,"다음 중 식을 간단히 하였을 때, 그 결과가 나머지 넷과 다른 것은?","다음 중 식을 간단히 하였을 때, 그 결과가 나머지 넷과 다른 것은? ① $x^{3} \times x^{5}$ ② $\left(x^{2}\right)^{4}$ ② $\left(x^{2}\right)^{4}$ ③ $x^{12} \div x^{4}$ $\left(x^{3}\right)^{5} \div\left(x^{3}\right)^{3}$","[[66.0, 51.42, 684.5, 211.0]]",$\left(x^{3}\right)^{5} \div\left(x^{3}\right)^{3}$,① $x^{3} \times x^{5}=x^{3+5}=x^{8}$ ② $\left(x^{2}\right)^{4}=x^{8}$ ③ $x^{12} \div x^{4}=x^{12-4}=x^{8}$ ④ $\left(x^{3}\right)^{5} \div\left(x^{3}\right)^{3}=x^{15} \div x^{9}=x^{6}$ ⑤ $\left\{\left(x^{2}\right)^{2}\right\}^{2}=\left(x^{4}\right)^{2}=x^{8}$,mixed_with_image,recovered,$\left(x^{3}\right)^{5} \div\left(x^{3}\right)^{3}$,True,"[{""class_name"": ""정답(이미지)"", ""bbox"": [496.0, 138.0, 630.0, 173.0]}]"
S3_중등_2_001457,객관식,중,9수02-08,"[9수02-08] 지수법칙을 이해하고, 이를 이용하여 식을 간단히 할 수 있다.",1. 수와 식,2. 단항식의 계산,1. 지수법칙,지수법칙 - 기본 성질 판별,다음 중 옳지 않은 것은?,다음 중 옳지 않은 것은? ① $4 x \times 5 y=20 x y$ ② $2 x \times(-3 x)=-6 x^{2}$ ③ $(-x y)^{2} \times 2 x^{3} y=-2 x^{5} y^{3}$ ④ $\frac{4}{5} a^{3} \div(-2 a)^{3}=-\frac{1}{10}$ ⑤ $16 x^{5} \div\left(8 x^{6}\right)=\frac{2}{x}$,"[[76.5, 25.92, 425.5, 348.5]]",③ $(-x y)^{2} \times 2 x^{3} y=-2 x^{5} y^{3}$,③ $(-x y)^{2} \times 2 x^{3} y=x^{2} y^{2} \times 2 x^{3} y=2 x^{5} y^{3}$ ④ $\frac{4}{5} a^{3} \div(-2 a)^{3}=\frac{4}{5} a^{3} \div\left(-8 a^{3}\right)=\frac{4}{5} a^{3} \times\left(-\frac{1}{8 a^{3}}\right)=-\frac{1}{10}$ ⑤ $16 x^{5} \div\left(8 x^{6}\right)=\frac{16 x^{5}}{8 x^{6}}=\frac{2}{x}$,mixed_with_image,recovered,③ $(-x y)^{2} \times 2 x^{3} y=-2 x^{5} y^{3}$,True,"[{""class_name"": ""오답(이미지)"", ""bbox"": [76.5, 84.5, 378.5, 162.5]}, {""class_name"": ""오답(이미지)"", ""bbox"": [76.5, 84.5, 378.5, 162.5]}, {""class_name"": ""정답(이미지)"", ""bbox"": [77.5, 173.92, 425.5, 208.92]}, {""class_name"": ""오답(이미지)"", ""bbox"": [79.5, 220.5, 392.5, 348.5]}, {""class_name"": ""오답(이미지)"", ""bbox"": [79.5, 220.5, 392.5, 348.5]}]"
S3_중등_2_001462,객관식,중,9수02-08,"[9수02-08] 지수법칙을 이해하고, 이를 이용하여 식을 간단히 할 수 있다.",1. 수와 식,2. 단항식의 계산,2. 단항식의 곱셈과 나눗셈,단항식의 곱셈과 나눗셈 활용 - 도형 문제,"오른쪽 그림은 밑면이 직각삼각형이고, 부피가 $20 a^{6} b^{9}$ 인 삼각기 둥이다. 밑면의 직각삼각형에서 직각을 낀 두 변의 길이가 각각 $4 a^{2} b, 2 a^{2}$ 일 때, 이 삼각기둥의 높이는?","밑면이 직각삼각형인 삼각기둥 입체도형. 도형의 밑 면에는 \(4a^2b\)라는 수식이 있고, 다른 면에는 \(2a^3\)라는 수식이 있습니다.","[[523.42, 6.02, 660.22, 154.02]]",① $5 a b^{8}$,"$\begin{array}{l}20 a^{9} b^{9}=\left(\frac{1}{2} \times 4 a^{2} b \times 2 a^{3}\right) \times(\text { 높이 }) \\ 20 a^{9} b^{9}=4 a^{9} b \times(\text { 높이 }), (\text { (높 } 01)=20 a^{9} b^{9} \div\left(4 a^{5} b\right)=5 a b^{8}\end{array}$",,,,,
S3_중등_2_001485,객관식,하,9수02-09,"[9수02-09] 다항식의 덧셈과 뺄셈의 원리를 이해하고, 그 계산을 할 수 있다.",1. 수와 식,3. 다항식의 계산,1. 다항식의 덧셈과 뺄셈,다항식의 종류와 차수 판별,다음 중 $x$에 대한 이차식인 것을 모두 고르면?,다음 중 $x$에 대한 이차식인 것을 모두 고르면? ① $\frac{2}{x^{2}}-x$ ② $-x^{2}$ ③ $2 x^{3}-5 x^{2}+2$ ④ $x^{2}-x-x^{2}$ ⑤ $\frac{x^{2}+4 x}{2}$,"[[54.5, 12.42, 529.5, 174.42]]",② $-x^{2}$ ⑤ $\frac{x^{2}+4 x}{2}$,① 다항식이 아니다. ② 이차식 ③ 이차식이 아니다. ④ 일차식 ⑤ 이차식,mixed_with_image,recovered,② $-x^{2}$ ⑤ $\frac{x^{2}+4 x}{2}$,True,"[{""class_name"": ""오답(이미지)"", ""bbox"": [54.5, 62, 194.5, 169]}, {""class_name"": ""정답(이미지)"", ""bbox"": [211.5, 72.42, 324.5, 174.42]}, {""class_name"": ""오답(이미지)"", ""bbox"": [367.5, 68, 529.5, 103]}, {""class_name"": ""오답(이미지)"", ""bbox"": [54.5, 62, 194.5, 169]}, {""class_name"": ""정답(이미지)"", ""bbox"": [211.5, 72.42, 324.5, 174.42]}]"
S3_중등_2_001496,객관식,하,9수02-09,"[9수02-09] 다항식의 덧셈과 뺄셈의 원리를 이해하고, 그 계산을 할 수 있다.",1. 수와 식,3. 다항식의 계산,1. 다항식의 덧셈과 뺄셈,다항식의 덧셈·뺄셈 - 괄호와 동류항 정리,다음 중 옳은 것은?,다음 중 옳은 것은? ① $(3 x+4 y)+(2 x-y)=5 x+3$ ② $(2 x-3 y)-(4 x-2 y)=-2 x-5 y$ ③ $-(4 x-2)+(x+5)=-3 x+3$ ④ $(4 x-1)-(2 x+5)=-2 x+6$ ⑤ $-(-3 x+1)+(4 x+2)=7 x+1$,"[[55.16, 10.27, 416.12, 223.06]]",⑤ $-(-3 x+1)+(4 x+2)=7 x+1$,① (주어진 식) $=5x+3y$ ② (주어진 식) $=2x-3y-4x+2y=-2x-y$ ③ (주어진 식)$=-4x+2+x+5=-3x+7$ ④ (주어진 식)$=4x-1-2x-5=2x-6$ ⑤ (주어진 식)$=3x-1+4x+2=7x+1$,text,recovered,⑤ $-(-3 x+1)+(4 x+2)=7 x+1$,True,
S3_중등_2_001497,객관식,중,9수02-09,"[9수02-09] 다항식의 덧셈과 뺄셈의 원리를 이해하고, 그 계산을 할 수 있다.",1. 수와 식,3. 다항식의 계산,1. 다항식의 덧셈과 뺄셈,다항식의 종류와 차수 판별,다음 중 이차식이 아닌 것은?,"다음 중 이차식이 아닌 것은? (1) $x^{3}+x^{2}-2 x-x^{3}$
(2) $\frac{x^{2}-2 x}{2}$
(3) $2\left(x^{2}-x-1\right)$
(4) $3-x^{2}$ $\frac{2}{x^{2}+2}$","[[5.5, 12.92, 483.5, 201.0]]",$\frac{2}{x^{2}+2}$,이차식은 다항식에서 차수가 가장 높은 항의 차수가 2 인 다항식이다. ① $x^{3}+x^{2}-2 x-x^{3}=x^{2}-2 x$ 이므로 이차식이다. ② $\frac{x^{2}-2 x}{2}=\frac{1}{2} x^{2}-x$ 이므로 이차식이다. ③ $2\left(x^{2}-x-1\right)=2 x^{2}-2 x-2$ 이므로 이차식이다. ④ $3-x^{2}$은 이차식이다. | ⑤ $\frac{2}{x^{2}+2}$는 다항식이 아니므로 이차식이 아니다.,mixed_with_image,recovered,$\frac{2}{x^{2}+2}$,True,"[{""class_name"": ""정답(이미지)"", ""bbox"": [46.0, 151.0, 117.0, 201.0]}]"
S3_중등_2_001526,객관식,하,9수02-10,"[9수02-10] ‘(단항식)×(다항식)’, ‘(다항식)÷(단항식)’과 같은 곱셈과 나눗셈의 원리를 이해하고, 그 계산을 할 수 있다.",1. 수와 식,3. 다항식의 계산,2. 단항식과 다항식의 곱셈과 나눗셈,단항식과 다항식의 곱셈 전개,$\frac{6 a^{2}-14 a b}{2 a}-\frac{18 a b+27 b^{2}-9 b}{3 b}$를 간단히 하면? ① $3a + 16b + 3$ ② $-3a + 16b + 3$ ③ $3a - 16b + 3$ ④ $-3a - 16b + 3$ ⑤ $-3a - 16b - 3$,$\frac{6 a^{2}-14 a b}{2 a}-\frac{18 a b+27 b^{2}-9 b}{3 b}$를 간단히 하면? ① $3a + 16b + 3$ ② $-3a + 16b + 3$ ③ $3a - 16b + 3$ ④ $-3a - 16b + 3$ ⑤ $-3a - 16b - 3$ ④,"[[43.5, -0.39, 488.3, 214.43]]",④,$\begin{aligned} \frac{6 a^{2}-14 a b}{2 a}-\frac{18 a b+27 b^{2}-9 b}{3 b} & =\frac{6 a^{2}}{2 a}-\frac{14 a b}{2 a}-\left(\frac{18 a b}{3 b}+\frac{27 b^{2}}{3 b}-\frac{9 b}{3 b}\right) \\ & =3 a-7 b-(6 a+9 b-3)=3 a-7 b-6 a-9 b+3=-3 a-16 b+3\end{aligned}$,text,recovered,④,True,
S3_중등_2_001527,객관식,상,9수02-10,"[9수02-10] ‘(단항식)×(다항식)’, ‘(다항식)÷(단항식)’과 같은 곱셈과 나눗셈의 원리를 이해하고, 그 계산을 할 수 있다.",1. 수와 식,3. 다항식의 계산,2. 단항식과 다항식의 곱셈과 나눗셈,단항식·다항식 계산 - 대입값/계수 판단,"다음을 계산한 식이 $a x^{2}+b x+c$ 일 때, $a-b+c$의 값은? (단, $a, b, c$는 상수)",$3 x(2-x)-4\left\{2\left(x^{2}+3 x-1\right)-\frac{3}{4} x\right\}$,"[[196.46, 58, 497.9, 100.24]]",⑤ $12$,"$\begin{array}{l}3 x(2-x)-4\left\{2\left(x^{2}+3 x-1\right)-\frac{3}{4} x\right\} \\ =3 x(2-x)-4\left(2 x^{2}+6 x-2-\frac{3}{4} x\right)=3 x(2-x)-4\left(2 x^{2}+\frac{21}{4} x-2\right) \\ =6 x-3 x^{2}-8 x^{2}-21 x+8=-11 x^{2}-15 x+8=a x^{2}+b x+c \\ \text { 에서 } a=-11, b=-15, c=8 \\ \text { 따라서 } a-b+c=-11-(-15)+8=12 \text { 이다. }\end{array}$",,,,,
S3_중등_2_001528,객관식,하,9수02-08,"[9수02-08] 지수법칙을 이해하고, 이를 이용하여 식을 간단히 할 수 있다.",1. 수와 식,2. 단항식의 계산,2. 단항식의 곱셈과 나눗셈,단항식의 곱셈과 나눗셈 - 기본 계산,다음 중 계산 결과가 나머지 넷과 다른 하나는?,다음 중 계산 결과가 나머지 넷과 다른 하나는? ① $4^{2}+4^{2}+4^{2}+4^{2}$ ② $2^{2} \times 2^{4}$ ③ $\left(2^{3}\right)^{2}$ ④ $4^{3}$ ⑤ $\left(2^{6}\right)^{2} \div 2^{2}$,"[[75.28, 30.23, 617.28, 225.77]]",⑤ $\left(2^{6}\right)^{2} \div 2^{2}$,① $4^{2}+4^{2}+4^{2}+4^{2}=4 \times 4^{2}=2^{2} \times\left(2^{2}\right)^{2}=2^{2} \times 2^{4}=2^{6}$ ② $2^{2} \times 2^{4}=2^{2+4}=2^{6}$ ③ $\left(2^{3}\right)^{2}=2^{3 \times 2}=2^{6}$ ④ $4^{3}=\left(2^{2}\right)^{3}=2^{2 \times 3}=2^{6}$ ⑤ $\left(2^{6}\right)^{2} \div 2^{2}=2^{12} \div 2^{2}=2^{12-2}=2^{10}$,mixed_with_image,recovered,⑤ $\left(2^{6}\right)^{2} \div 2^{2}$,True,"[{""class_name"": ""정답(이미지)"", ""bbox"": [83.28, 179.77, 241.28, 225.77]}]"
